id,nombre,email,telefono,empresa,cargo,pais,origen,softwareId,estado,prioridad,asignadoA,ultimoContacto,createdAt,updatedAt,web,direccion,ciudad,rating,userRatingCount,googleMapsUri,primaryType,businessStatus,notas
cmpd02poc01imq1sew8zecbum,Complejo Deportivo O Castrillón,,881 92 84 95,Complejo Deportivo O Castrillón,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:35.352Z,2026-05-19T19:02:35.352Z,http://castrillon.provis.es/,"Av. Casanova de Eirís, 14, 15009 A Coruña",A Coruña,4,90,https://maps.google.com/?cid=9926649231971863807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,swimming_pool,OPERATIONAL,"Importado desde Google Maps
Tipo: Piscina
Dirección: Av. Casanova de Eirís, 14, 15009 A Coruña
Google: 4⭐ (90 reseñas)
Web: http://castrillon.provis.es/
Maps: https://maps.google.com/?cid=9926649231971863807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02r1l01inq1sen6xpdrvn,San Francisco Javier,,981 18 98 08,San Francisco Javier,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:37.162Z,2026-05-19T19:02:37.162Z,http://www.coruna.es/servlet/Satellite?c=Page&cid=1414635448281&pagename=CorunaPortal%2FPage%2FGenerico-Page-Generica#&panel1-1,"Calle Roberto Tojeiro Díaz, 2, 15009 A Coruña",A Coruña,4.1,115,https://maps.google.com/?cid=5535184810743710488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,fitness_center,OPERATIONAL,"Importado desde Google Maps
Tipo: Centro deportivo
Dirección: Calle Roberto Tojeiro Díaz, 2, 15009 A Coruña
Google: 4.1⭐ (115 reseñas)
Web: http://www.coruna.es/servlet/Satellite?c=Page&cid=1414635448281&pagename=CorunaPortal%2FPage%2FGenerico-Page-Generica#&panel1-1
Maps: https://maps.google.com/?cid=5535184810743710488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02rbw01ioq1se952x58nv,Club Compañía de María,,,Club Compañía de María,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:37.533Z,2026-05-19T19:02:37.533Z,,"Rúa Valle Inclan, 24, 15011 A Coruña",A Coruña,3.9,33,https://maps.google.com/?cid=9835062997194023643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,fitness_center,OPERATIONAL,"Importado desde Google Maps
Tipo: Centro deportivo
Dirección: Rúa Valle Inclan, 24, 15011 A Coruña
Google: 3.9⭐ (33 reseñas)
Maps: https://maps.google.com/?cid=9835062997194023643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02szn01ipq1se82kfu78a,Antigimnasia - Fernando Riveira,,679 29 72 87,Antigimnasia - Fernando Riveira,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:39.684Z,2026-05-19T19:02:39.684Z,,"Pasadizo Pernas, 13, 15005 La Coruña",A Coruña,4.7,3,https://maps.google.com/?cid=9987935048507653043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,fitness_center,OPERATIONAL,"Importado desde Google Maps
Tipo: Centro deportivo
Dirección: Pasadizo Pernas, 13, 15005 La Coruña
Google: 4.7⭐ (3 reseñas)
Maps: https://maps.google.com/?cid=9987935048507653043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02u3j01iqq1se3h7lf2xa,DCR TRAINERS,,624 90 05 77,DCR TRAINERS,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:41.119Z,2026-05-19T19:02:41.119Z,,"Avenida Finisterre, 123, 15004 A Coruña",A Coruña,,,https://maps.google.com/?cid=15350882844407584033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,gym,OPERATIONAL,"Importado desde Google Maps
Tipo: Gimnasio
Dirección: Avenida Finisterre, 123, 15004 A Coruña
Maps: https://maps.google.com/?cid=15350882844407584033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02v2j01irq1sef62ys7bj,Guantes de Oro Boxing Club,,678 33 01 13,Guantes de Oro Boxing Club,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:42.380Z,2026-05-19T19:02:42.380Z,,"Rúa Barcelona, 91, 15010 A Coruña",A Coruña,5,5,https://maps.google.com/?cid=18245462946031174592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,gym,OPERATIONAL,"Importado desde Google Maps
Tipo: Gimnasio
Dirección: Rúa Barcelona, 91, 15010 A Coruña
Google: 5⭐ (5 reseñas)
Maps: https://maps.google.com/?cid=18245462946031174592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02vna01isq1secy5o6hjc,CSC Matogrande (A Coruña),,,CSC Matogrande (A Coruña),,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:43.127Z,2026-05-19T19:02:43.127Z,,15009 La Coruña,A Coruña,5,1,https://maps.google.com/?cid=14195461326734683248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,gym,OPERATIONAL,"Importado desde Google Maps
Tipo: Gimnasio
Dirección: 15009 La Coruña
Google: 5⭐ (1 reseñas)
Maps: https://maps.google.com/?cid=14195461326734683248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02w2801itq1sefui8g007,Polideportivo Monte das Moas,,690 37 14 49,Polideportivo Monte das Moas,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:43.664Z,2026-05-19T19:02:43.664Z,http://deporte.xunta.gal/,"Rúa José María Hernansáez, 13, 15009 A Coruña",A Coruña,4,122,https://maps.google.com/?cid=9205522526349499576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,fitness_center,OPERATIONAL,"Importado desde Google Maps
Tipo: Centro deportivo
Dirección: Rúa José María Hernansáez, 13, 15009 A Coruña
Google: 4⭐ (122 reseñas)
Web: http://deporte.xunta.gal/
Maps: https://maps.google.com/?cid=9205522526349499576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02wgy01iuq1seqj3dj69o,DRK Bergondo,,662 62 89 11,DRK Bergondo,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:44.195Z,2026-05-19T19:02:44.195Z,http://www.crossfitdrk.com/,"C/ Parroquia de Lubre, nave E20, 15165, La Coruña",A Coruña,4.9,100,https://maps.google.com/?cid=16928646078734808824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,fitness_center,OPERATIONAL,"Importado desde Google Maps
Tipo: Centro deportivo
Dirección: C/ Parroquia de Lubre, nave E20, 15165, La Coruña
Google: 4.9⭐ (100 reseñas)
Web: http://www.crossfitdrk.com/
Maps: https://maps.google.com/?cid=16928646078734808824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02z6401ivq1sexbndhgvj,Dreamfit Gimnasio Vitoria,,,Dreamfit Gimnasio Vitoria,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:47.692Z,2026-05-19T19:02:47.692Z,https://www.dreamfit.es/centros/vitoria,"Plaza del Renacimiento, 01004 Vitoria-Gasteiz, Araba",Vitoria-Gasteiz,4.5,490,https://maps.google.com/?cid=11373866049641915036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,gym,OPERATIONAL,"Importado desde Google Maps
Tipo: Gimnasio
Dirección: Plaza del Renacimiento, 01004 Vitoria-Gasteiz, Araba
Google: 4.5⭐ (490 reseñas)
Web: https://www.dreamfit.es/centros/vitoria
Maps: https://maps.google.com/?cid=11373866049641915036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02zgc01iwq1sevwomqh19,Fitness Park Vitoria - Boulevard,,656 18 22 00,Fitness Park Vitoria - Boulevard,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:48.061Z,2026-05-19T19:02:48.061Z,https://www.fitnesspark.es/club/vitoria-boulevard/?utm_medium=Local_Inventory&utm_source=GMB&utm_campaign=Vitoria-El-Boulevard&utm_content=Yext,"Zaramaga Kalea, 1, 01013 Vitoria-Gasteiz, Araba",Vitoria-Gasteiz,4.8,2782,https://maps.google.com/?cid=4527620778849744510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,fitness_center,OPERATIONAL,"Importado desde Google Maps
Tipo: Centro deportivo
Dirección: Zaramaga Kalea, 1, 01013 Vitoria-Gasteiz, Araba
Google: 4.8⭐ (2782 reseñas)
Web: https://www.fitnesspark.es/club/vitoria-boulevard/?utm_medium=Local_Inventory&utm_source=GMB&utm_campaign=Vitoria-El-Boulevard&utm_content=Yext
Maps: https://maps.google.com/?cid=4527620778849744510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
cmpd02zqe01ixq1setwwn597z,Synergym Vitoria Zaramaga,,,Synergym Vitoria Zaramaga,,España,google-maps,atleevogym,NUEVO,MEDIA,,,2026-05-19T19:02:48.423Z,2026-05-19T19:02:48.423Z,https://synergym.es/vitoria-zaramaga/,"Reyes de Navarra Kalea, 31, 01013 Vitoria-Gasteiz, Araba",Vitoria-Gasteiz,4.7,565,https://maps.google.com/?cid=17815120684274869592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,gym,OPERATIONAL,"Importado desde Google Maps
Tipo: Gimnasio
Dirección: Reyes de Navarra Kalea, 31, 01013 Vitoria-Gasteiz, Araba
Google: 4.7⭐ (565 reseñas)
Web: https://synergym.es/vitoria-zaramaga/
Maps: https://maps.google.com/?cid=17815120684274869592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"
