categoria,softwareId,id,nombre,telefono,web,primaryType,types,ciudad,direccion,rating,userRatingCount,googleMapsUri,createdAt
escuela-formacion,atleevo,cmpczfw3t00dfq1seb1x4ix5v,Tecnofits,0351 460-2641,,educational_institution,educational_institution;point_of_interest;establishment,Córdoba,"Independencia 1073, X5000 Córdoba, Argentina",4.8,31,https://maps.google.com/?cid=150082126746901351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:50.634Z
estetica-belleza,atleevo,cmpczfoto00coq1se57e1v42q,Carolina Carmona - Personal Trainer - Estética Corporal,03525 15-54-7819,https://www.facebook.com/pg/Carolina-Carmona-311640548890321,health,health;service;point_of_interest;establishment,Córdoba,"Corrientes 186, X5221 Sinsacate, Córdoba, Argentina",4.9,12,https://maps.google.com/?cid=18149040107546857820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:41.197Z
estetica-belleza,atleevo,cmpczghdv00f5q1se4tpcldz7,Sara Panizo Estética y Deporte,615 69 82 92,https://sarapanizoesteticaydeporte.com/,health,massage_spa;spa;massage;beauty_salon;health,Valladolid,"C. de Gabilondo, 20, 47007 Valladolid",5,12,https://maps.google.com/?cid=17774070458774143905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:18.212Z
estetica-belleza,atleevo,cmpczh2gs00fvq1seg6zqh0vh,SteticLab - Entrenamiento Personal y Estética · Fitness Estético,650 98 69 78,https://steticlab.es/,health,consultant;point_of_interest;health;service;establishment,Vigo,"Rúa do Príncipe, 49, 1º Izda, Santiago de Vigo, 36202 Vigo, Pontevedra",5,122,https://maps.google.com/?cid=9841085330723204284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:45.532Z
fisioterapia,atleevo,cmpcz3vh2002yq1se1vr82fhd,Academia de porteros Fisionext by Ismael Salti,686 89 35 70,,sports_school,sports_school;service;health;point_of_interest;establishment,Sevilla,"Av. la Revoltosa, 41006 Sevilla",5,30,https://maps.google.com/?cid=5931847655306150669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:35:29.943Z
fisioterapia,atleevo,cmpczgbuw00ekq1sesys3kmma,Actium Espacio Salud,681 06 99 96,https://www.actiumsalud.com/,health,physiotherapist;medical_clinic;consultant;health;point_of_interest,Valladolid,"C. Aguacate, 32, 47008 Valladolid",5,12,https://maps.google.com/?cid=7037709504838928239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:11.048Z
fisioterapia,atleevo,cmpczgh4m00f4q1sejhgfbz8u,"Alcuadrado Wellness - Fisioterapia, rehabilitación y entrenamiento personal",681 15 39 53,https://alcuadradovalladolid.com/wellness,medical_clinic,physiotherapist;massage;medical_clinic;health;service,Valladolid,"Pl. de San Nicolás, 10, 47003 Valladolid",5,38,https://maps.google.com/?cid=16062976635419391791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:17.878Z
fisioterapia,atleevo,cmpczbtlm008uq1seulo64zpn,Alicante Fit Corner,686 68 90 68,http://alicantefitcorner.es/,health,physiotherapist;consultant;service;health;point_of_interest,Alicante,"C. Pintor Maria Fortuny, 11, 03110 Mutxamel, Alicante",5,79,https://maps.google.com/?cid=10431729135627689242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:41:40.762Z
fisioterapia,atleevo,cmpczg8g100e7q1se2g7tuozz,ALMA Entrenamientos y Fisioterapia,604 95 76 52,https://almaentrenamientos.es/,health,physiotherapist;wellness_center;medical_clinic;health;point_of_interest,Valladolid,"Av. Ramón Pradera, 22, 47009 Valladolid",5,75,https://maps.google.com/?cid=18153764991647545831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:06.626Z
fisioterapia,atleevo,cmpcz68ph005qq1sekdhw4x7u,AT Center,607 24 70 32,https://www.instagram.com/_atcenter/,health,physiotherapist;consultant;health;point_of_interest;service,Murcia,"C. Hernandez Muñoz, 12, 30165 Murcia",5,42,https://maps.google.com/?cid=5094265224676552481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:37:20.406Z
fisioterapia,atleevo,cmpcz3cob002bq1seig0xelvu,Blacksets,665 21 57 78,http://blacksets.com/,health,physiotherapist;health;service;point_of_interest;establishment,Valencia,"Carrer de Salamanca, 49, L'Eixample, 46005 València, Valencia",5,109,https://maps.google.com/?cid=12025719193088281737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:35:05.579Z
fisioterapia,atleevo,cmpczg6f500dzq1sedf3lbn51,Centro de Entrenamineto Personal y Clínica de Fisioterapia Entrena Valladolid,623 38 15 98,http://www.entrenavalladolid.com/,health,physiotherapist;wellness_center;gym;sports_complex;medical_clinic,Valladolid,"C. de la Independencia, 5, 47004 Valladolid",5,139,https://maps.google.com/?cid=18017220474784338814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:04.001Z
fisioterapia,atleevo,cmpczg0pj00dlq1seoijsx9z4,Chavero Sports Fisioterapia Y Entrenamiento Deportivo,0351 221-9463,http://chaverosports.com.ar/,medical_clinic,beauty_salon;physiotherapist;gym;medical_clinic;consultant,Córdoba,"Gregoria Matorras 3736, X5000 X5009CAJ, Córdoba, Argentina",4.8,491,https://maps.google.com/?cid=12032856355569690160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:56.599Z
fisioterapia,atleevo,cmpczdatf009wq1seebmoha46,Clínica Deportiva y Fisioterapia Punto Cero | Centro de entrenamiento en Alicante,621 24 07 50,https://www.punt0cero.com/,medical_clinic,wellness_center;physiotherapist;consultant;medical_clinic;service,Alicante,"Carrer del Salabre, 10B, 03540 Alacant, Alicante",5,108,https://maps.google.com/?cid=2201609939543246621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:42:49.731Z
fisioterapia,atleevo,cmpczlrt700phq1se4v6s2fe3,Clínica Fisioterapia Samuel Asensio,624 02 06 97,https://www.clinicasamuelasensio.com/,medical_clinic,gym;sports_complex;medical_clinic;sports_school;consultant,Elche,"Carrer Diego Fuentes Serrano, 42, 03204 Elx, Alicante",4.9,68,https://maps.google.com/?cid=5004523750025432097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:49:25.003Z
fisioterapia,atleevo,cmpcz4zsz0047q1seb1y3s6fj,"Clínica Solaris - Fisioterapia, entrenamiento y readaptación",695 33 29 91,http://www.solarisclinic.es/,wellness_center,wellness_center;gym;sports_school;medical_clinic;doctor,Málaga,"C. Poeta Aurora de Albornoz, 5, Puerta 3, Teatinos-Universidad, 29010 Málaga",5,134,https://maps.google.com/?cid=16996940724132372463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:36:22.212Z
fisioterapia,atleevo,cmpcyl8490062ih9uienbf51a,Entrenamiento personal y clínica Credus,638 70 61 93,https://credus.es/,health,physiotherapist;consultant;doctor;health;point_of_interest,Sevilla,"C. Felipe II, 2, bajo, 41013 Sevilla",5,41,https://maps.google.com/?cid=3728895386267771372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:59.866Z
fisioterapia,atleevo,cmpczl4qf00ojq1sez8vezj1z,Entrenamiento y Fisioterapia ZOI CENTRO,664 05 70 51,https://www.centrozoi.com/,health,physiotherapist;medical_clinic;point_of_interest;health;service,Elche,"Carrer del Filet de Fora, 35, 03203 Elx, Alicante",5,11,https://maps.google.com/?cid=8404544693771017000&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:55.096Z
fisioterapia,atleevo,cmpczmlah00rbq1seu10e8530,Entrenamiento y Recuperación,629 63 75 55,,health,physiotherapist;health;service;point_of_interest;establishment,Santa Cruz de Tenerife,"C Valentin Sanz, 18, 38003 Santa Cruz de Tenerife",5,2,https://maps.google.com/?cid=1820357887514861922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:50:03.209Z
fisioterapia,atleevo,cmpcymzhl00btih9uzdars3er,Físic - Espai de salut integral S'escorxador - Entrenament i fisioteràpia,659 99 99 85,http://fisicespaidesalut.com/,health,point_of_interest;health;service;establishment,Mallorca,"Carrer de, Carrer d'Andreu Feliu, 6, baixos, Nord, 07010 Palma, Illes Balears",4.9,87,https://maps.google.com/?cid=17661249329638129697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:21.993Z
fisioterapia,atleevo,cmpcz3flt002mq1se62biju84,"Fisio & Performance - Centro de entrenamiento, fisioterapia y podología",961 10 92 52,http://www.fisioyperformance.com/,medical_clinic,gym;sports_complex;medical_clinic;sports_school;doctor,Valencia,"Carrer del Periodista Gil Sumbiela, 57, Benicalap, 46025 València, Valencia",5,63,https://maps.google.com/?cid=18269976966398996604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:35:09.377Z
fisioterapia,atleevo,cmpcymm2i00amih9ujzr5ssto,FisioFitness Markel Simon,944 01 08 46,http://www.fisiofitnessbilbao.es/,physiotherapist,physiotherapist;health;service;point_of_interest;establishment,Bilbao,"Rodríguez Arias K., 4, 1º Drcha, Abando, 48008 Bilbao, Bizkaia",4.9,145,https://maps.google.com/?cid=1101275423604792577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:04.602Z
fisioterapia,atleevo,cmpczkw1k00nxq1sev2lm2fvf,Fisiosport Granada. Centro de Fisioterapia y Entrenamiento Personal,722 28 52 63,,medical_clinic,physiotherapist;medical_clinic;health;service;point_of_interest,Granada,"Calle Buenos Aires 9 Loc.4 Entrada por, C. Mar del Plata, Ronda, 18004 Granada",5,46,https://maps.google.com/?cid=1228266824069151624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:43.832Z
fisioterapia,atleevo,cmpczhuri00hcq1seowxd6gd0,FISIOTERAPEUTA y ENTRENADOR PERSONAL. Centro Deportivo Equipo EGN Gijón,722 60 49 05,http://equipoegn.com/,medical_clinic,fitness_center;gym;medical_clinic;sports_complex;sports_activity_location,Gijón,"C. Ezcurdia, 152, BAJO, Gijon-Este, 33203 Gijón, Asturias",4.9,103,https://maps.google.com/?cid=16215853410256318346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:22.206Z
fisioterapia,atleevo,cmpcziuhw00jvq1selnbj33ja,Fisiotrainner Center,981 17 12 16,https://www.instagram.com/fisiotrainner_center_coruna/?hl=es,health,service;health;point_of_interest;establishment,A Coruña,"Rúa Río de Monelos, 20, 15006 A Coruña",4.7,25,https://maps.google.com/?cid=3818256865977285161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:47:08.516Z
fisioterapia,atleevo,cmpcyn60r00chih9ul854747o,FisioWorld Trainer,600 47 12 49,http://www.fisioworldtrainer.com/,physiotherapist,physiotherapist;medical_clinic;health;service;point_of_interest,Mallorca,"Carrer d'Eusebi Estada, 90, PB, local 5a, Nord, 07004 Palma, Illes Balears",5,616,https://maps.google.com/?cid=5818630284329520126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:30.459Z
fisioterapia,atleevo,cmpcylhmt006uih9u10l6cw0f,FITACTIVA Bretón | Entrenador personal y Fisioterapia en Zaragoza,611 67 59 47,http://www.fitactiva.com/,health,physiotherapist;health;service;point_of_interest;establishment,Zaragoza,"C/ Tomás Bretón, 10, 50005 Zaragoza",4.9,104,https://maps.google.com/?cid=12689717880632622549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:12.198Z
fisioterapia,atleevo,cmpczaia40086q1sechi28p6e,"Fix & Fit Fisioterapia, Readaptación y Entrenamiento",633 66 95 92,http://www.fixandfit.es/,physiotherapist,physiotherapist;health;point_of_interest;service;establishment,Las Palmas de Gran Canaria,"C. Almansa, 72, 35010 Las Palmas de Gran Canaria, Las Palmas",4.9,127,https://maps.google.com/?cid=11808996036338488420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:40:39.436Z
fisioterapia,atleevo,cmpczhc5h00gxq1senil656ol,FIX Salud y Deporte,986 15 08 47,https://grupofix.es/,health,physiotherapist;consultant;service;health;point_of_interest,Vigo,"R. de García Barbón, 90, Santiago de Vigo, 36201 Vigo, Pontevedra",4.8,53,https://maps.google.com/?cid=10018776293079215074&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:58.085Z
fisioterapia,atleevo,cmpcyk709002hih9uvargus7n,GOALS Fisioterapia y Personal Training,693 30 27 24,http://goalsbcn.com/?utm_source=gmb&utm_medium=referral,health,medical_clinic;health;service;point_of_interest;establishment,Barcelona,"Gran Via de les Corts Catalanes, 736, Escalera B, Entresuelo 3, Eixample, 08013 Barcelona",4.9,186,https://maps.google.com/?cid=8804748733972596606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:11.769Z
fisioterapia,atleevo,cmpcymosr00awih9urxdf2tbe,Hazi Bilbao,611 75 18 31,http://www.hazibilbao.eus/,wellness_center,wellness_center;physiotherapist;consultant;health;point_of_interest,Bilbao,"Mazarredo Zumarkalea, 45, Abando, 48009 Bilbao, Bizkaia",5,139,https://maps.google.com/?cid=9769072535084250531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:08.139Z
fisioterapia,atleevo,cmpczmufk00rnq1segocd4k7a,Health & Sport Canarias (Centro Salud Anaga),922 46 74 46,http://www.healthsportcanarias.com/,medical_clinic,wellness_center;sports_complex;gym;physiotherapist;sports_school,Santa Cruz de Tenerife,"C. de Carlos J.R. Hamilton, n13, 38001 Santa Cruz de Tenerife",4.7,40,https://maps.google.com/?cid=15313803177833612209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:50:15.057Z
fisioterapia,atleevo,cmpcylss30081ih9uv3qznry0,Impulse Fisioterapia Zaragoza y Entrenamiento,876 03 22 63,http://www.centroimpulse.com/,medical_clinic,wellness_center;medical_clinic;health;service;point_of_interest,Zaragoza,"C. de San Juan de la Cruz, 19, local 2 derecha, 50006 Zaragoza",5,267,https://maps.google.com/?cid=3732738242805158139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:26.644Z
fisioterapia,atleevo,cmpcz3u2v002tq1selfc2h9f0,InMuv Torre Sevilla,672 67 61 39,http://inmuv.es/,medical_clinic,medical_center;physiotherapist;hospital;fitness_center;gym,Sevilla,"Torre Sevilla, C. Inca Garcilaso, s/n, 3ª planta Centro Comercial, 41092 Sevilla",5,110,https://maps.google.com/?cid=8391382011908097610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:35:28.136Z
fisioterapia,atleevo,cmpcym3ym008zih9ur2aga8go,Integra Health & Sport,685 78 07 78,http://integracentros.com/,health,physiotherapist;consultant;health;service;point_of_interest,Málaga,"C. Diego Fernández Mendoza, 11, Teatinos-Universidad, 29010 Málaga",4.8,78,https://maps.google.com/?cid=16929454048625193732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:41.135Z
fisioterapia,atleevo,cmpcz2aca000rq1sevekki0td,Juanjo Rodriguez Lagasca,692 92 29 34,http://www.juanjorodriguez.es/,health,beautician;physiotherapist;consultant;health;service,Madrid,"Calle de Lagasca, 129, Salamanca, 28006 Madrid",4.8,85,https://maps.google.com/?cid=9717107473601572517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:34:15.899Z
fisioterapia,atleevo,cmpczhz2d00htq1sen6q0qk03,Kinés Entrenamiento y Fisioterapia,663 79 44 44,http://centrokines.es/,health,physiotherapist;health;point_of_interest;service;establishment,Gijón,"C. Pintor Marola, 14, Gijon-Este, 33203 Gijón, Asturias",5,45,https://maps.google.com/?cid=8049575881608665999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:27.781Z
fisioterapia,atleevo,cmpczl1ve00o8q1ses9y6dclm,Kinesis Entrenamiento Individualizado,611 91 72 68,http://www.kinesistudio.es/,health,health;service;point_of_interest;establishment,Elche,"Av. d'Alacant, 41, 03202 Elx, Alicante",5,20,https://maps.google.com/?cid=77825857337828678&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:51.387Z
fisioterapia,atleevogym,cmpcz4tat003zq1se3rjcp0i6,Kinesis Wellness Studio,696 20 65 39,https://www.instagram.com/kinesiswellnessstudio/,gym,gym;yoga_studio;fitness_center;massage;sports_complex,Málaga,"C. Molinillo del Aceite, 6, Distrito Centro, 29008 Málaga",5,11,https://maps.google.com/?cid=14928466791269451183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:36:13.781Z
fisioterapia,atleevo,cmpcz4ip4003nq1senpachbiv,MObE Sport Clinic 1,876 45 18 09,http://mobesportclinic.com/,medical_clinic,fitness_center;physiotherapist;gym;medical_clinic;government_office,Zaragoza,"C. de Francisco de Vitoria, 13, 50008 Zaragoza",4.9,158,https://maps.google.com/?cid=13985082378761112741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:36:00.041Z
fisioterapia,atleevo,cmpcymd4x009pih9un6e4coab,moveBilbao entrenamiento y fisioterapia,627 45 25 50,https://movebilbao.es/,fitness_center,fitness_center;physiotherapist;gym;sports_complex;sports_activity_location,Bilbao,"Poza Lizentziatuaren Kalea, 71, Abando, 48013 Bilbao, Bizkaia",4.9,56,https://maps.google.com/?cid=14335950576763379876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:53.025Z
fisioterapia,atleevo,cmpcyk5f7002bih9uhg8herwf,MovMent Barcelona,623 51 24 29,https://www.movmentbcn.com/,health,wellness_center;physiotherapist;medical_clinic;health;consultant,Barcelona,"Carrer d'Emèrita Augusta, 6, Les Corts, 08028 Barcelona",4.9,108,https://maps.google.com/?cid=4318655476243501776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:09.683Z
fisioterapia,atleevo,cmpczezee00anq1semjz2629j,"MYOX: entrenamiento personal, fisioterapia, formación y tienda online",622 70 06 00,https://myox.fit/,health,physiotherapist;sports_school;medical_clinic;sporting_goods_store;health,Alicante,"Apdo. Correos, 110, 03530 La Nucia, Alicante",5,130,https://maps.google.com/?cid=12635439447243023295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:08.246Z
fisioterapia,atleevo,cmpcz3v7o002xq1se4wnonspu,Optimo Sport Sevilla,673 93 19 15,https://www.optimosportclinic.com/,medical_clinic,physiotherapist;medical_clinic;consultant;service;health,Sevilla,"C. Camilo José Cela, 1, 41018 Sevilla",5,111,https://maps.google.com/?cid=15166982618251260546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:35:29.604Z
fisioterapia,atleevo,cmpcz6ar1005yq1seqw1bk6e4,OSEOstudio,868 07 40 81,http://www.oseostudio.es/,health,physiotherapist;medical_clinic;health;consultant;service,Murcia,"Av. de Murcia, 25, 30110 Murcia",5,28,https://maps.google.com/?cid=17280072671394169920&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:37:23.053Z
fisioterapia,atleevo,cmpczg7fd00e3q1sepd3k7q36,OTIUM | Entrenamiento Personal y Fisioterapia,640 39 71 19,https://www.otiummovimientoysalud.com/,health,physiotherapist;consultant;health;point_of_interest;service,Valladolid,"P.º de Zorrilla, 91, 47007 Valladolid",4.9,52,https://maps.google.com/?cid=2980666820163114619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:05.305Z
fisioterapia,atleevo,cmpcylksm0076ih9utm2pb0dx,Personalzaragoza,659 59 17 17,https://personalzaragoza.com/,health,physiotherapist;consultant;health;point_of_interest;service,Zaragoza,"Personal, C. de Juan Pablo Bonet, 7, 50006 Zaragoza",4.9,59,https://maps.google.com/?cid=5175157447363527288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:16.294Z
fisioterapia,atleevo,cmpcyjpb2000rih9u1ornnuui,QURE - Entrenamiento personal y Fisioterapia,722 41 81 21,http://www.quremadrid.com/,health,wellness_center;consultant;medical_clinic;health;point_of_interest,Madrid,"Calle del Príncipe de Vergara, 128, Local 1, Chamartín, 28002 Madrid",5,126,https://maps.google.com/?cid=13876089825737342289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:19:48.830Z
fisioterapia,atleevo,cmpcyl9ee0067ih9ux6cs3nh3,Training For Gold,955 04 76 93,http://www.trainingforgold.es/,health,physiotherapist;consultant;medical_clinic;health;point_of_interest,Sevilla,"C. de Castelar, 2, Casco Antiguo, 41001 Sevilla",4.8,56,https://maps.google.com/?cid=7692345646369615168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:01.526Z
fisioterapia,atleevo,cmpczgzy500flq1seihjwtvu3,Vigoentrena,886 11 14 81,http://www.vigoentrena.es/,medical_clinic,physiotherapist;consultant;point_of_interest;medical_clinic;health,Vigo,"Rúa Celso Emilio Ferreiro, 7, bajo, Freijeiro, 36203 Vigo, Pontevedra",4.9,137,https://maps.google.com/?cid=15839563708065528154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:42.269Z
fisioterapia,atleevo,cmpczjguc00kuq1senqau8fhy,VIVE VITORIA Fisioterapia y Entrenamiento Personal,653 87 20 79,https://viveentrenamientopersonalvitoria.com/,medical_clinic,medical_clinic;health;point_of_interest;establishment,Vitoria-Gasteiz,"Calle Ramon Ortiz de Zarate, 22, 01005 Vitoria-Gasteiz, Araba",5,19,https://maps.google.com/?cid=12971873044926491948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:47:37.477Z
gimnasio-fitness,atleevo,cmpcz5lm1004gq1senaxj4a2h,AK fitness,627 72 87 28,,health,health;point_of_interest;service;establishment,Palma de Mallorca,"Carrer del Bisbe Maura, 15, Llevant, 07005 Palma, Illes Balears",5,4,https://maps.google.com/?cid=2572743767345236490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:36:50.474Z
gimnasio-fitness,atleevo,cmpczeyw800alq1se36a3dqoa,Fitness saludable,678 13 61 29,,health,health;service;point_of_interest;establishment,Alicante,"Carrer Emigdio Santamaria, 16, 03201 Elx, Alicante",4.9,52,https://maps.google.com/?cid=17666785766143124796&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:07.593Z
gimnasio-fitness,atleevo,cmpczewgo00acq1sew73evbab,Fitnessfons,611 47 98 82,,health,consultant;service;health;point_of_interest;establishment,Alicante,"Calle Dr. Perez Mateos, 03550 Sant Joan d'Alacant, Alicante",4.9,88,https://maps.google.com/?cid=14112046755939493041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:04.440Z
gimnasio-fitness,atleevo,cmpczfg2400c7q1seanuq3mci,Home Fitness Investments SL,957 84 27 76,,health,health;service;point_of_interest;establishment,Córdoba,"Pje. Jose Manuel Rodriguez Lopez, 6, Poniente Sur, 14005 Córdoba",4.8,30,https://maps.google.com/?cid=5585674348797089520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:29.836Z
gimnasio-fitness,atleevo,cmpczj8bu00khq1sedgpoziz6,JR fitness,,,health,point_of_interest;health;service;establishment,A Coruña,15003 La Coruña,,,https://maps.google.com/?cid=10906699323671008658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:47:26.443Z
