categoria,softwareId,id,nombre,telefono,web,primaryType,types,ciudad,direccion,rating,userRatingCount,googleMapsUri,createdAt
gimnasio-fitness,atleevo,cmpczi48000idq1se9qd3seq7,RPM Fitness,629 64 48 41,,health,health;point_of_interest;service;establishment,Gijón,"C. San Rafael, 9, Gijon-Este, 33209 Gijón, Asturias",,,https://maps.google.com/?cid=17426795937705562254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:34.465Z
gimnasio-fitness,atleevo,cmpcykc0x0030ih9uj5lp0om0,SANDO FITNESS,657 49 71 04,,health,point_of_interest;health;service;establishment,Barcelona,"Carrer de la Diputació, 294, Eixample, 08009 Barcelona",4.9,27,https://maps.google.com/?cid=6332906187328509574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:18.274Z
gimnasio-fitness,atleevo,cmpczjtn900lrq1seb7qeutff,XZ Fitness,688 64 51 99,,health,health;point_of_interest;service;establishment,Vitoria-Gasteiz,"Ozeano Barearen Kalea, 01010 Vitoria-Gasteiz, Araba",,,https://maps.google.com/?cid=16104857002763225152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:47:54.070Z
gimnasio-fitness,atleevo,cmpczaamo007yq1sedhf5y2im,YoinFitness,637 38 50 61,https://www.yointraining.com/yoinfitness,health,service;point_of_interest;health;establishment,Las Palmas de Gran Canaria,"C. Palafox, 23, 35010 Las Palmas de Gran Canaria, Las Palmas",5,7,https://maps.google.com/?cid=8945791538950008239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:40:28.857Z
health,atleevo,cmpczhaf600gqq1se42evu3vc,Alex Gutiérrez. Readaptación al Movimiento.,604 06 63 31,http://www.alexreadaptacion.com/,health,service;health;point_of_interest;establishment,Vigo,"Calle, R. López Mora, 10, Entresuelo Derecha, 36211 Vigo, Pontevedra",4.9,17,https://maps.google.com/?cid=13967259250854864408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:55.842Z
health,atleevo,cmpczimor00j1q1se56mtpnth,Amelia Roca,690 08 40 47,https://ameliaroca.es/,health,point_of_interest;health;service;establishment,A Coruña,"Rúa Milagros Rey Hombre, 4, 15009 A Coruña",5,41,https://maps.google.com/?cid=10558804937616784226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:58.395Z
health,atleevo,cmpczkgdc00nrq1seab1rv66e,Andrés Campoy. Readaptación y Entrenamiento,683 62 00 31,http://www.andrescampoy.com/,health,health;service;point_of_interest;establishment,Granada,"C. Nueva de San Antón, 16, Centro, 18005 Granada",5,56,https://maps.google.com/?cid=15613358306842922897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:23.520Z
health,atleevo,cmpczm5pi00qlq1se5z9z7xo6,Arashi Training (Sport & Art),680 63 84 56,,health,massage;consultant;point_of_interest;health;service,Santa Cruz de Tenerife,"C. Parte Caminos, 15, Local Bajo 1, 38107 Santa Cruz de Tenerife",4.9,13,https://maps.google.com/?cid=138806827167514891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:49:43.015Z
health,atleevo,cmpcz9nmx007iq1se7txt01qb,Basik Entrenamiento,680 83 01 48,http://www.basikentrenamiento.com/,health,gym;service;sports_activity_location;point_of_interest;health,Las Palmas de Gran Canaria,"C. Jerónimo Falcón, 24, 35003 Las Palmas de Gran Canaria, Las Palmas",5,36,https://maps.google.com/?cid=13971146301632310547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:39:59.721Z
health,atleevo,cmpcykoe30045ih9u6tb1scvy,Become,678 98 26 90,https://www.youarebecome.com/,health,point_of_interest;health;service;establishment,Valencia,"Av. de les Corts Valencianes, 35, 46183 L'Eliana, Valencia",5,54,https://maps.google.com/?cid=15913193186789801948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:34.300Z
health,atleevo,cmpcz1yfb0003q1sea2uhj0m4,BECOME Madrid,611 95 69 29,,health,health;service;point_of_interest;establishment,Madrid,"C/ de Ponzano, 75, Chamberí, 28003 Madrid",5,98,https://maps.google.com/?cid=9521840127596675593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:34:00.455Z
health,atleevo,cmpcymofj00avih9upxopmmao,Body & Mind,606 50 37 17,,health,health;point_of_interest;service;establishment,Bilbao,"Soka K., 11, Basurtu-Zorrotza, 48013 Bilbao, Bizkaia",5,1,https://maps.google.com/?cid=12879357796840008921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:07.664Z
health,atleevo,cmpczfb8l00bqq1se1zgbgolp,BODY KITE,661 79 55 25,https://bodykite.es/,health,health;service;point_of_interest;establishment,Córdoba,"Av. Cañito Bazán, 14011 Córdoba",5,1,https://maps.google.com/?cid=2797107593170408610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:23.589Z
health,atleevo,cmpczi4gz00ieq1sed76ezw58,Cabosport,667 46 80 45,,health,health;point_of_interest;service;establishment,Gijón,"Centro, 33210 Gijón, Asturias",,,https://maps.google.com/?cid=16852344847246850819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:34.787Z
health,atleevo,cmpcyltgs0083ih9uu8vis3uk,CAF OSTEOPATIA Y ACONDICIONAMIENTO FÍSICO,691 87 06 11,http://www.cafentrenamientoyrecuperacion.com/,health,wellness_center;massage;sports_school;health;service,Zaragoza,"Calle Miguel Allué Salvador, 11, 1C, Casco Antiguo, 50001 Zaragoza",5,79,https://maps.google.com/?cid=4330175680247402075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:27.533Z
health,atleevo,cmpczf6nb00b9q1seetp27295,Calum Córdoba,687 13 02 55,,health,health;service;point_of_interest;establishment,Córdoba,"C. Isla Alegranza, 4, Noroeste, 14011 Córdoba",5,82,https://maps.google.com/?cid=15524851021248024859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:17.640Z
health,atleevo,cmpczm55k00qjq1se275wyen3,Canary Titan,601 33 59 95,,health,store;point_of_interest;health;service;establishment,Santa Cruz de Tenerife,"Av. de los Majuelos, 76, local 3, 38107 Santa Cruz de Tenerife",4.9,27,https://maps.google.com/?cid=2414037872946672269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:49:42.296Z
health,atleevo,cmpczhytd00hsq1sen9ouh61m,Centro Asturbarra,639 48 48 12,,health,health;point_of_interest;service;establishment,Gijón,"Carr. de la Carbonera, 11, Centro, 33210 Gijón, Asturias",5,8,https://maps.google.com/?cid=6645576406328265835&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:27.458Z
health,atleevo,cmpczimfq00j0q1senejvmafq,Centrogst A Coruña,623 04 69 26,https://www.centrogst.com/,health,point_of_interest;health;service;establishment,A Coruña,"Pl. de Zalaeta, 4, Local 7, 15002 La Coruña",5,55,https://maps.google.com/?cid=5180978034359510325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:58.070Z
health,atleevo,cmpczieg300ioq1sexlmrjf7c,Coaching Azul,647 83 46 59,http://www.coachingazul.com/,health,health;service;point_of_interest;establishment,Gijón,"3º A, C. San Bernardo, 40, Centro, 33201 Gijón, Asturias",4.3,11,https://maps.google.com/?cid=2824464714758632645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:47.715Z
health,atleevo,cmpcz7peo006tq1seej6nyetk,Daples Triatlón,675 92 28 74,https://daplestriatlon.com/,health,health;point_of_interest;service;establishment,Murcia,"C. Periodista Julia Otero, 4, 30011 Los Dolores, Murcia",5,27,https://maps.google.com/?cid=5718310620818829179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:38:28.705Z
health,atleevo,cmpczjqkq00lfq1seiljoloop,Dayana Frontado,653 73 66 66,http://dayanafrontado.com/,health,health;point_of_interest;service;establishment,Vitoria-Gasteiz,"Zapatari Kalea, 46, 01001 Vitoria-Gasteiz, Araba",,,https://maps.google.com/?cid=18247582215236544270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:47:50.090Z
health,atleevo,cmpczi2xe00i8q1sepws7c4e4,Dinâmika,611 41 24 81,,health,health;point_of_interest;service;establishment,Gijón,"Calle Campo Sagrado, n° 53, bajo, Gijon-Este, 33205 Gijón, Asturias",5,4,https://maps.google.com/?cid=8224714943574575116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:32.786Z
health,atleevo,cmpczlzpx00q0q1sehs3w44pg,DxD-Deporte x Diversión,689 63 85 32,https://www.instagram.com/dxd.deportexdiversion,health,service;point_of_interest;health;establishment,Santa Cruz de Tenerife,"Cam. la Piterita, 107, Nave 5, 38329 La Laguna, Santa Cruz de Tenerife",4.9,151,https://maps.google.com/?cid=10006243788178668241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:49:35.254Z
health,atleevo,cmpczgidp00f9q1sej5n3vq7n,Eclosion Coaching,627 96 55 58,http://www.eclosioncoaching.com/blog/,health,health;service;point_of_interest;establishment,Valladolid,"C. Ramón Núñez, 1, 1ºA, 47003 Valladolid",5,10,https://maps.google.com/?cid=6584733816016963872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:19.502Z
health,atleevo,cmpcymezt009wih9uc5p6tj4x,Efecto Dorsal,665 74 37 52,http://www.efectodorsal.es/,health,health;point_of_interest;service;establishment,Bilbao,"Calle General Eguía, 18, Abando, 48010 Bilbao, Vizcaya",4.9,49,https://maps.google.com/?cid=437390276731357985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:55.433Z
health,atleevo,cmpcz1zx00006q1sedh94t7ul,ENTRENATERAPIA - Entrenamientos Personalizados,664 08 78 65,http://www.entrenaterapia.com/,health,health;service;point_of_interest;establishment,Madrid,"C. de Fermín Caballero, Fuencarral-El Pardo, 28034 Madrid",5,135,https://maps.google.com/?cid=11729489255031335368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:34:02.389Z
health,atleevo,cmpcykkra003rih9utkdvcjd2,ESPACIO CX,611 63 91 83,https://espaciocx.com/,health,point_of_interest;health;service;establishment,Valencia,"C/ de la Pobla de Farnals, 29, Camins al Grau, 46021 València, Valencia",4.9,399,https://maps.google.com/?cid=11157536161082947289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:29.591Z
health,atleevo,cmpcylnbp007gih9uyu0qcfwf,Espalda 360,603 02 46 27,https://espalda360.com/,health,health;point_of_interest;service;establishment,Zaragoza,"Calle Poeta León Felipe, 11, 50018 Zaragoza",5,19,https://maps.google.com/?cid=7348756441395615052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:19.573Z
health,atleevo,cmpcz2ce2000xq1ses6q502vi,Estarenforma,629 48 17 96,http://www.estarenforma.com/?utm_source=gmb&utm_medium=organic&utm_campaign=google-my-business,health,health;point_of_interest;service;establishment,Madrid,"C. de Narváez, 30, Retiro, 28009 Madrid",4.9,19,https://maps.google.com/?cid=9651887416962022644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:34:18.554Z
health,atleevo,cmpcz5ncn004iq1se8j7nyp6g,Fit Tone,684 05 37 65,,health,point_of_interest;health;service;establishment,Palma de Mallorca,"Carrer de la Vinyassa, 4, Llevant, 07005 Palma, Illes Balears",5,1,https://maps.google.com/?cid=3430182735118818808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:36:52.728Z
health,atleevo,cmpcyl1cz005cih9u8nzuwp1r,FitFree,674 42 80 98,,health,service;health;point_of_interest;establishment,Sevilla,"Calle Pedro Pérez Fernández, 41011 Sevilla",5,63,https://maps.google.com/?cid=3277992757853274151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:51.108Z
health,atleevo,cmpczf9g700bkq1sewjv534rt,Fitlife Córdoba,623 76 09 40,https://fitlifecordoba.com/,health,health;service;point_of_interest;establishment,Córdoba,"Pl. de Andalucía, esquina con, Av. de Cádiz, Local 4, Sur, 14013 Córdoba",5,22,https://maps.google.com/?cid=2984189096072743592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:21.272Z
health,atleevo,cmpcz9o74007jq1see0wvstf9,FitLife Triana,667 78 61 18,,health,service;point_of_interest;health;establishment,Las Palmas de Gran Canaria,"C. Canalejas, 7, 35001 Las Palmas de Gran Canaria, Las Palmas",5,28,https://maps.google.com/?cid=5213368004154902769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:40:00.448Z
health,atleevo,cmpcza2zh007tq1se9llzwfpe,Fuerza & Salud,624 64 27 66,,health,service;point_of_interest;health;establishment,Las Palmas de Gran Canaria,"C. Fernando Guanarteme, 128, 35010 Las Palmas de Gran Canaria, Las Palmas",4.9,14,https://maps.google.com/?cid=6569212890331688301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:40:19.614Z
health,atleevo,cmpczfile00chq1seij5pfg6j,Functional Recovery,620 23 37 74,,health,health;service;point_of_interest;establishment,Córdoba,"Jose Maria Martorell, 30, Poniente Sur, 14005 Córdoba",4.4,9,https://maps.google.com/?cid=9594587220374650793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:33.122Z
health,atleevo,cmpcymfbp009xih9u17y7eoop,GOTI Readaptación y Entrenamiento,670 22 77 24,,health,health;point_of_interest;service;establishment,Bilbao,"Zugastinobia Kalea, 6, Errekalde, 48012 Bilbao, Bizkaia",5,20,https://maps.google.com/?cid=2031962098322553232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:21:55.862Z
health,atleevo,cmpczkfd500nnq1se6huo6mu0,GRANADA BIOMEC,622 01 53 80,,health,consultant;health;service;point_of_interest;establishment,Granada,"C. Cádiar, 10, Ronda, 18003 Granada",5,36,https://maps.google.com/?cid=11564212939152637102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:22.218Z
health,atleevo,cmpczl1cg00o6q1se46sm9mvu,Group Training Elche,686 62 96 65,,health,health;service;point_of_interest;establishment,Elche,"Carrer Francisco Vicente Rodriguez, 21, 03202 Elx, Alicante",5,16,https://maps.google.com/?cid=8355967223862194998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:50.704Z
health,atleevo,cmpczfhu200ceq1segbyerr6j,Health in Motion,658 51 19 82,http://www.facebook.com/hinmotioncor/,health,health;service;point_of_interest;establishment,Córdoba,"Health in Motion, C. Marie Curie, local s/n, Noroeste, 14011 Córdoba",4.8,4,https://maps.google.com/?cid=4007367377938363030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:32.139Z
health,atleevo,cmpcykt3h004nih9uwsrv3bg8,Healthy Studio Valencia,656 36 46 68,https://www.instagram.com/healthystudio.training/,health,health;point_of_interest;service;establishment,Valencia,"C/ de l'Historiador Diago, 29, derecha, Extramurs, 46007 València, Valencia",5,19,https://maps.google.com/?cid=9132533185738027729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:40.398Z
health,atleevo,cmpczhxb200hmq1sexng64dll,Holos Estudio Fitnees,677 05 79 67,,health,health;point_of_interest;service;establishment,Gijón,"Av. de José Manuel Palacio Álvarez, 7, Gijon-Oeste, 33212 Gijón, Asturias",5,4,https://maps.google.com/?cid=7836989500678531503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:25.503Z
health,atleevo,cmpczfvv000deq1sehvg6nk2y,Instructor de Tiro.,0351 344-4443,,health,health;service;point_of_interest;establishment,Córdoba,"Malagueño 1196, X5016 Córdoba, Argentina",5,4,https://maps.google.com/?cid=17373425190057240517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:50.316Z
health,atleevo,cmpcyn5ie00cfih9u8xiboigd,Iron Point,681 96 75 81,https://www.ironpoint.es/,health,health;service;point_of_interest;establishment,Mallorca,"Carrer Llorenç Riber, Llevant, 07005 Palma, Illes Balears",5,1,https://maps.google.com/?cid=14852102757094155829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:29.798Z
health,atleevo,cmpcz3b4s0027q1set9xw5jv6,Iván Carrillo Readaptador y Preparador físico,627 33 76 92,https://clinicasospedra.com/,health,service;health;point_of_interest;establishment,Valencia,"Carrer de Vicent Sancho Tello, 6, El Pla del Real, 46021 València, Valencia",,,https://maps.google.com/?cid=13514131935924410073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:35:03.580Z
health,atleevo,cmpczkafw00n4q1se648zlqpn,JCBlasco | Readaptación Lumbar,624 42 69 52,https://juancarlosblasco.es/,health,service;health;point_of_interest;establishment,Granada,"Pl. Poeta Garcilaso de la Vega, 7, Beiro, 18013 Granada",5,12,https://maps.google.com/?cid=12320927354888271223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:15.837Z
health,atleevo,cmpczfoko00cnq1se2lqq8bfw,JustGo Team,03546 43-9794,,health,health;service;point_of_interest;establishment,Córdoba,"David Luque 1175, X5008 Córdoba, Argentina",5,35,https://maps.google.com/?cid=5952937279529409829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:40.873Z
health,atleevo,cmpczm7d600qrq1se0kxgtnmn,KAI Centro de Entrenamiento,614 08 63 35,,health,service;health;point_of_interest;establishment,Santa Cruz de Tenerife,"C. Osa Menor, 53, 38205 La Laguna, Santa Cruz de Tenerife",5,3,https://maps.google.com/?cid=1911320539276188994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:49:45.162Z
health,atleevo,cmpcz7ps9006uq1sejodibvak,Lion Mode,698 94 19 91,https://www.lionmode.es/,health,health;service;point_of_interest;establishment,Murcia,"C. Arturo Duperier, 9B, 30009 Murcia",5,12,https://maps.google.com/?cid=303160120969460586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:38:29.194Z
health,atleevo,cmpczi3xs00icq1sein3nzorn,Maneras de vivir,687 57 45 67,,health,health;point_of_interest;service;establishment,Gijón,"C. Río Nervión, 6, 2 D, Gijon-Sur, 33210 Gijón, Asturias",,,https://maps.google.com/?cid=1592056221349456468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:34.097Z
health,atleevo,cmpcz2dog0012q1setwmx9ut1,Maxi Gondar Readaptador Deportivo Readaptador Físico Madrid,601 11 16 04,https://maxientrenadorpersonal.com/,health,health;point_of_interest;service;establishment,Madrid,"C/ de la Diversidad, 1, 28922 Alcorcón, Madrid",5,10,https://maps.google.com/?cid=1817151480342207127&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:34:20.224Z
health,atleevo,cmpcyn7jn00cnih9u8fwrf7ah,ME Esport i Salut,683 50 82 17,,health,health;service;point_of_interest;establishment,Mallorca,"C. de Manacor, 60, Llevant, 07006 Palma, Illes Balears",5,14,https://maps.google.com/?cid=3689621204646877608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:32.435Z
health,atleevo,cmpczl7ty00ouq1seuo6cs012,Método BMT. Especialistas en Neuromecánica Funcional,655 54 91 15,http://grupobmt.com/,health,health;service;point_of_interest;establishment,Elche,"C. Vicente Antón Selva, 23, Piso 2-3, 03203 Elx, Alicante",4.9,116,https://maps.google.com/?cid=17991942676244389824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:48:59.111Z
health,atleevo,cmpczbn0y008pq1sehy1joq1n,MiaKtive Center,644 33 90 15,https://www.instagram.com/miaktive/?hl=es,health,service;health;point_of_interest;establishment,Alicante,"Carrer Sant Joan Bosco, 21, 03005 Alacant, Alicante",5,125,https://maps.google.com/?cid=15351673418354741301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:41:32.243Z
health,atleevo,cmpczf8or00bhq1se1am3qgg1,Momentum Córdoba,604 99 63 45,https://momentumcordoba.es/,health,health;service;point_of_interest;establishment,Córdoba,"Av. de la Arruzafilla, 12, 14011 Córdoba",5,39,https://maps.google.com/?cid=6196951993845640708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:20.284Z
health,atleevo,cmpczjimb00l1q1sefdgymsjb,MOVEMENT & HEALTH,603 66 20 06,http://mhvitoria.com/,health,health;point_of_interest;service;establishment,Vitoria-Gasteiz,"P.º de la Senda, 15, BAJO, 01007 Vitoria-Gasteiz, Álava",4.8,10,https://maps.google.com/?cid=4495156022697250128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:47:39.779Z
health,atleevo,cmpcymlti00alih9ukc6jm0yb,NMB Coach,,http://www.nmbcoach.com/,health,massage;health;service;point_of_interest;establishment,Bilbao,"C. Jardines, 10, 1ºDcha, Ibaiondo, 48005 Bilbao, Vizcaya",5,3,https://maps.google.com/?cid=1428231436339299050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:22:04.279Z
health,atleevo,cmpcyktlq004pih9ub6jfpiq4,Nolbert Fit & Wellness Valencia Es,657 05 57 03,,health,health;point_of_interest;service;establishment,Valencia,"Plaça del Poeta Vicente Gaos, 3, Algirós, 46021 València, Valencia",5,10,https://maps.google.com/?cid=9428624889781492649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:20:41.054Z
health,atleevo,cmpczfgb300c8q1segmw1lmdg,Nutrieca,614 98 76 08,,health,health;consultant;service;point_of_interest;establishment,Córdoba,"Av. Arroyo del Moro, 25, Noroeste, 14011 Córdoba",5,20,https://maps.google.com/?cid=5377192819567782775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:44:30.159Z
health,atleevo,cmpcz39l60022q1sejoraycl2,Nutrilift,960 15 10 38,http://nutriliftvalencia.com/,health,consultant;service;health;point_of_interest;establishment,Valencia,"C. Villa de Muro, 5, Bajo izquierda, Benimaclet, 46020 Valencia",4.9,81,https://maps.google.com/?cid=16469614888812868741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:35:01.578Z
health,atleevo,cmpczh7m000gfq1sejvwot0gg,Oposiciones David Gómez - Oly (Vigo),654 32 46 99,https://davidgomezoposiciones.com/,health,health;service;point_of_interest;establishment,Vigo,"Rúa Manuel de Castro, 7, Coia, 36210 Vigo, Pontevedra",5,42,https://maps.google.com/?cid=17115961073995491748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:45:52.200Z
health,atleevo,cmpczi0lb00hzq1se4tavkmwj,P3 wellness,,,health,health;point_of_interest;service;establishment,Gijón,"C. Sáhara, 2, Centro, 33208 Gijón, Asturias",5,1,https://maps.google.com/?cid=13847873270626655209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-05-19T18:46:29.759Z
